Object_Id  Timestamp Type Lat Lng 
97 36  50.6425 3.05221
97 37  50.6422 3.05224
97 38  50.6421 3.05221
97 39  50.6421 3.05202
97 40  50.642 3.05164
97 41  50.6419 3.05126
97 42  50.6418 3.05101
97 43  50.6415 3.05091
97 44  50.6413 3.05081
97 45  50.6411 3.05071
97 46  50.6408 3.05061
97 47  50.6406 3.05051
97 48  50.6404 3.0503
97 49  50.6402 3.05009
97 50  50.64 3.04988
97 51  50.6398 3.04965
97 52  50.6396 3.04932
97 53  50.6395 3.04905
97 54  50.6394 3.04911
97 55  50.6392 3.04927
97 56  50.6391 3.04952
97 57  50.6389 3.04976
97 58  50.6387 3.05004
97 59  50.6386 3.05032
97 60  50.6384 3.0506
97 61  50.6382 3.05081
97 62  50.6381 3.05087
97 63  50.638 3.05099
97 64  50.6378 3.05116
97 65  50.6376 3.05136
97 66  50.6374 3.05153
97 67  50.6374 3.05163
97 68  50.6373 3.05154
97 69  50.6372 3.05139
97 70  50.637 3.0512
97 71  50.6368 3.051
97 72  50.6365 3.05081
97 73  50.6363 3.05058
97 74  50.6361 3.05039
97 75  50.6361 3.05029
97 76  50.6361 3.05001
97 77  50.6361 3.04967
97 78  50.636 3.04929
97 79  50.636 3.0489
97 80  50.6359 3.04852
97 81  50.6359 3.04813
97 82  50.6358 3.04775
97 83  50.6358 3.04738
97 84  50.6357 3.04705
97 85  50.6357 3.04668
97 86  50.6356 3.04649
97 87  50.6357 3.04643
97 88  50.6358 3.04631
97 89  50.6359 3.04601
97 90  50.636 3.04569
97 91  50.6362 3.04544
99 0  50.6362 3.04544
99 1  50.636 3.04577
99 2  50.6359 3.04609
99 3  50.6357 3.04641
99 4  50.6356 3.0465
99 5  50.6357 3.04656
99 6  50.6357 3.04694
99 7  50.6357 3.04732
99 8  50.6358 3.0477
99 9  50.6359 3.04805
99 10  50.6359 3.04834
99 11  50.6359 3.04873
99 12  50.636 3.04911
99 13  50.636 3.0495
99 14  50.6361 3.04988
99 15  50.6361 3.05027
99 16  50.6361 3.0504
99 17  50.6363 3.0505
99 18  50.6365 3.05074
99 19  50.6367 3.05094
99 20  50.6369 3.05113
99 21  50.6371 3.05133
99 22  50.6373 3.05155
99 23  50.6374 3.05164
99 24  50.6372 3.0518
99 25  50.6372 3.05189
99 26  50.637 3.05214
99 27  50.6368 3.05243
99 28  50.6367 3.05273
99 29  50.6365 3.05301
99 30  50.6364 3.05333
99 31  50.6362 3.05365
99 32  50.6362 3.05376
99 33  50.636 3.05398
99 34  50.6359 3.05427
99 35  50.6357 3.05452
99 36  50.6356 3.05471
99 37  50.6354 3.055
99 38  50.6353 3.05528
99 39  50.6353 3.05536
99 40  50.6354 3.05539
99 41  50.6355 3.05547
99 42  50.6357 3.05575
99 43  50.6358 3.05603
99 44  50.636 3.05632
99 45  50.6362 3.0566
99 46  50.6362 3.05669
99 47  50.636 3.0569
99 48  50.6359 3.05718
99 49  50.6357 3.05747
99 50  50.6355 3.05775
99 51  50.6355 3.05788
99 52  50.6353 3.05811
99 53  50.6352 3.05833
99 54  50.6354 3.05864
99 55  50.6355 3.05896
99 56  50.6357 3.05928
99 57  50.6357 3.05959
99 58  50.6358 3.05976
99 59  50.636 3.06006
99 60  50.6361 3.0604
99 61  50.6362 3.06074
99 62  50.6363 3.06094
99 63  50.6364 3.06111
99 64  50.6366 3.06143
99 65  50.6367 3.06174
99 66  50.6368 3.06198
99 67  50.6369 3.06212
99 68  50.637 3.06245
99 69  50.6371 3.06277
99 70  50.6372 3.06293
99 71  50.6373 3.06312
99 72  50.6372 3.06338
99 73  50.637 3.06361
99 74  50.6368 3.06384
99 75  50.6367 3.06397
99 76  50.6367 3.06407
99 77  50.6369 3.0643
99 78  50.637 3.06451
99 79  50.637 3.06463
99 80  50.637 3.0648
99 81  50.637 3.06508
99 82  50.6371 3.06519
99 83  50.6371 3.06531
99 84  50.6371 3.06542
99 85  50.6371 3.06575
99 86  50.637 3.06612
99 87  50.637 3.06651
99 88  50.6369 3.0669
99 89  50.6369 3.06722
99 90  50.6369 3.06755
99 91  50.6368 3.06793
99 92  50.6368 3.06832
99 93  50.6367 3.0687
99 94  50.6367 3.06886
99 95  50.6367 3.06909
99 96  50.6367 3.06927
99 97  50.6368 3.06959
99 98  50.637 3.06993
99 99  50.637 3.07027
99 100  50.6372 3.0706
99 101  50.6373 3.07091
99 102  50.6374 3.07123
99 103  50.6375 3.07147
99 104  50.6376 3.07175
99 105  50.6377 3.07209
99 106  50.6379 3.07243
99 107  50.638 3.07277
99 108  50.6381 3.07311
99 109  50.6382 3.07341
99 110  50.6383 3.07374
99 111  50.6385 3.07408
99 112  50.6386 3.07433
99 113  50.6387 3.07467
99 114  50.6388 3.07501
99 115  50.6389 3.07528
99 116  50.639 3.07542
99 117  50.6391 3.07571
99 118  50.6391 3.07582
99 119  50.6392 3.07613
99 120  50.6393 3.07643
99 121  50.6394 3.07665
101 0  50.6394 3.07665
101 1  50.6393 3.07624
101 2  50.6391 3.0759
101 3  50.639 3.07556
101 4  50.6389 3.07527
101 5  50.6389 3.07516
101 6  50.6388 3.07488
101 7  50.6386 3.07453
101 8  50.6385 3.07419
101 9  50.6384 3.07385
101 10  50.6383 3.07352
101 11  50.6382 3.07324
101 12  50.638 3.0729
101 13  50.6379 3.07256
101 14  50.6378 3.07222
101 15  50.6377 3.07188
101 16  50.6375 3.07154
101 17  50.6374 3.07118
101 18  50.6373 3.07087
101 19  50.6372 3.07055
101 20  50.637 3.07019
101 21  50.6371 3.06993
101 22  50.6371 3.06983
101 23  50.6373 3.06961
101 24  50.6374 3.06935
101 25  50.6376 3.06905
101 26  50.6377 3.06875
101 27  50.6378 3.06841
101 28  50.6379 3.06808
101 29  50.638 3.06792
101 30  50.6379 3.06774
101 31  50.6377 3.06746
101 32  50.6376 3.06724
101 33  50.6378 3.06699
101 34  50.638 3.06677
101 35  50.6382 3.06654
101 36  50.6384 3.06631
101 37  50.6386 3.06608
101 38  50.6388 3.06584
101 39  50.6389 3.06574
101 40  50.6391 3.06563
101 41  50.6393 3.06542
101 42  50.6394 3.06509
101 43  50.6394 3.06497
101 44  50.6396 3.06478
101 45  50.6398 3.06456
101 46  50.64 3.06446
101 47  50.6401 3.0645
101 48  50.6403 3.0645
101 49  50.6405 3.06437
101 50  50.6406 3.06409
101 51  50.6407 3.06376
101 52  50.6408 3.06344
101 53  50.6409 3.06308
101 54  50.6411 3.06276
101 55  50.6412 3.06257
101 56  50.6413 3.06244
101 57  50.6414 3.06217
101 58  50.6415 3.06199
101 59  50.6416 3.0619
101 60  50.6416 3.06178
101 61  50.6418 3.06151
101 62  50.642 3.06126
101 63  50.6422 3.061
101 64  50.6424 3.06075
101 65  50.6425 3.06053
101 66  50.6426 3.06043
101 67  50.6428 3.06017
101 68  50.643 3.05991
101 69  50.643 3.0598
101 70  50.6432 3.0596
101 71  50.6433 3.05933
101 72  50.6435 3.05906
101 73  50.6437 3.05879
101 74  50.6439 3.05853
101 75  50.6441 3.05827
101 76  50.6443 3.05802
101 77  50.6445 3.05778
101 78  50.6447 3.05753
101 79  50.6449 3.05727
101 80  50.645 3.05702
101 81  50.6452 3.05677
101 82  50.6454 3.05651
101 83  50.6456 3.05625
101 84  50.6458 3.05598
101 85  50.646 3.05572
101 86  50.6462 3.05545
101 87  50.6462 3.05534
101 88  50.6463 3.0551
101 89  50.6465 3.05477
101 90  50.6466 3.05449
101 91  50.6466 3.05436
101 92  50.6467 3.05401
101 93  50.6468 3.05364
101 94  50.6468 3.05347
101 95  50.6467 3.05328
101 96  50.6466 3.05303
101 97  50.6467 3.05292
101 98  50.6468 3.05265
101 99  50.647 3.05236
101 100  50.6471 3.05228
101 101  50.6472 3.05204
101 102  50.6474 3.05176
101 103  50.6475 3.0516
101 104  50.6475 3.05141
101 105  50.6476 3.05111
101 106  50.6476 3.05074
101 107  50.6474 3.05049
101 108  50.6473 3.05018
101 109  50.6472 3.04996
101 110  50.647 3.04969
101 111  50.6468 3.04952
101 112  50.6465 3.04946
101 113  50.6465 3.04946
101 114  50.6466 3.04942
101 115  50.6468 3.0493
101 116  50.6471 3.04918
101 117  50.6473 3.04905
101 118  50.6475 3.04892
101 119  50.6477 3.0488
101 120  50.6477 3.04872
101 121  50.6478 3.04843
101 122  50.6479 3.04811
101 123  50.648 3.04798
101 124  50.6482 3.04783
101 125  50.6484 3.04761
101 126  50.6486 3.0474
101 127  50.6488 3.04713
101 128  50.649 3.04687
101 129  50.6492 3.04681
103 0  50.6356 3.04649
103 1  50.6357 3.04638
103 2  50.6358 3.04614
103 3  50.636 3.04582
103 4  50.6361 3.04551
103 5  50.6361 3.04538
103 6  50.636 3.04508
103 7  50.6359 3.04472
103 8  50.6359 3.0446
103 9  50.6357 3.0444
103 10  50.6356 3.04412
103 11  50.6354 3.04384
103 12  50.6352 3.04357
103 13  50.635 3.04331
103 14  50.6348 3.04306
103 15  50.6347 3.04285
103 16  50.6345 3.04265
103 17  50.6343 3.04238
103 18  50.6341 3.0421
103 19  50.6339 3.04187
103 20  50.6339 3.04176
103 21  50.6338 3.04159
103 22  50.6339 3.04136
103 23  50.6339 3.04121
103 24  50.6338 3.04097
103 25  50.6336 3.04068
103 26  50.6336 3.04058
103 27  50.6334 3.04032
103 28  50.6333 3.04
103 29  50.6332 3.03966
103 30  50.6331 3.03933
103 31  50.6329 3.03903
103 32  50.6328 3.03873
103 33  50.6326 3.03841
103 34  50.6325 3.03808
103 35  50.6323 3.03775
103 36  50.6322 3.03742
103 37  50.6322 3.03711
103 38  50.6321 3.03703
103 39  50.6319 3.03682
103 40  50.6317 3.0366
103 41  50.6315 3.03638
103 42  50.6313 3.03616
103 43  50.6312 3.03601
103 44  50.6311 3.03585
103 45  50.631 3.03555
103 46  50.6308 3.03526
103 47  50.6308 3.03516
103 48  50.6306 3.03495
103 49  50.6305 3.0347
103 50  50.6303 3.03453
103 51  50.6301 3.03432
103 52  50.6299 3.03415
103 53  50.6296 3.03398
103 54  50.6294 3.03376
103 55  50.6292 3.03353
103 56  50.629 3.03331
103 57  50.6288 3.03308
103 58  50.6286 3.03285
103 59  50.6284 3.03262
103 60  50.6282 3.03241
103 61  50.6281 3.03223
103 62  50.6279 3.03201
103 63  50.6277 3.0318
103 64  50.6274 3.03159
103 65  50.6272 3.03137
103 66  50.627 3.03116
103 67  50.6268 3.03095
103 68  50.6266 3.03075
103 69  50.6264 3.03057
103 70  50.6262 3.03042
103 71  50.626 3.03023
103 72  50.6258 3.03003
103 73  50.6256 3.02984
103 74  50.6254 3.02964
103 75  50.6252 3.02945
103 76  50.6249 3.02927
103 77  50.6247 3.02911
103 78  50.6246 3.02902
103 79  50.6244 3.02896
103 80  50.6242 3.02885
103 81  50.624 3.02873
103 82  50.6237 3.02853
103 83  50.6237 3.02826
103 84  50.6235 3.02806
103 85  50.6233 3.02796
103 86  50.6231 3.02793
103 87  50.6229 3.02796
103 88  50.6226 3.02804
103 89  50.6224 3.02815
103 90  50.6222 3.02813
103 91  50.622 3.02799
103 92  50.6219 3.02785
103 93  50.6218 3.02754
103 94  50.6218 3.02716
103 95  50.6219 3.0268
103 96  50.622 3.02642
103 97  50.622 3.02624
105 0  50.622 3.02624
105 1  50.6219 3.02668
105 2  50.6218 3.02705
105 3  50.6218 3.02736
105 4  50.6218 3.02775
105 5  50.622 3.02798
105 6  50.6222 3.02815
105 7  50.6224 3.02813
105 8  50.6227 3.02803
105 9  50.6229 3.02795
105 10  50.6232 3.02792
105 11  50.6234 3.02799
105 12  50.6236 3.0281
105 13  50.6237 3.02831
105 14  50.6238 3.02858
105 15  50.624 3.02877
105 16  50.6242 3.02885
105 17  50.6244 3.02896
105 18  50.6246 3.02904
105 19  50.6247 3.02911
105 20  50.6249 3.02927
105 21  50.6252 3.02945
105 22  50.6254 3.02964
105 23  50.6256 3.02984
105 24  50.6258 3.03003
105 25  50.626 3.03023
105 26  50.6262 3.03042
105 27  50.6265 3.03062
105 28  50.6267 3.03081
105 29  50.6269 3.03102
105 30  50.6271 3.03123
105 31  50.6273 3.03144
105 32  50.6275 3.03166
105 33  50.6277 3.03187
105 34  50.6279 3.03208
105 35  50.6281 3.03231
105 36  50.6283 3.03254
105 37  50.6285 3.03277
105 38  50.6287 3.03299
105 39  50.6289 3.03322
105 40  50.6291 3.03344
105 41  50.6293 3.03367
105 42  50.6296 3.0339
105 43  50.6298 3.03408
105 44  50.63 3.03425
105 45  50.6302 3.0344
105 46  50.6304 3.0346
105 47  50.6306 3.03478
105 48  50.6307 3.03499
105 49  50.6308 3.03526
105 50  50.6309 3.03537
105 51  50.631 3.03566
105 52  50.6312 3.03596
105 53  50.6312 3.03608
105 54  50.6314 3.03624
105 55  50.6316 3.03645
105 56  50.6318 3.03667
105 57  50.6319 3.03674
105 58  50.632 3.03694
105 59  50.6322 3.03713
105 60  50.6322 3.03726
105 61  50.6323 3.03758
105 62  50.6324 3.03791
105 63  50.6326 3.03824
105 64  50.6327 3.03857
105 65  50.6327 3.03868
105 66  50.6329 3.03892
105 67  50.633 3.03922
105 68  50.6332 3.03954
105 69  50.6333 3.03988
105 70  50.6334 3.04021
105 71  50.6334 3.04031
105 72  50.6336 3.04058
105 73  50.6336 3.04071
105 74  50.6338 3.04092
105 75  50.6339 3.04121
105 76  50.6339 3.04139
105 77  50.6338 3.04167
105 78  50.6339 3.04187
105 79  50.634 3.04196
105 80  50.6342 3.0422
105 81  50.6343 3.04248
105 82  50.6344 3.04261
105 83  50.6346 3.04275
105 84  50.6348 3.04293
105 85  50.6348 3.04306
105 86  50.635 3.04322
105 87  50.6351 3.04348
105 88  50.6352 3.04361
105 89  50.6353 3.04377
105 90  50.6354 3.0439
105 91  50.6355 3.04402
105 92  50.6357 3.04429
105 93  50.6358 3.04456
105 94  50.6359 3.0447
105 95  50.636 3.04496
105 96  50.6361 3.0453
105 97  50.6362 3.04547
105 98  50.636 3.04573
105 99  50.6359 3.04605
105 100  50.6357 3.04637
105 101  50.6356 3.04649
107 0  50.6336 3.08416
107 1  50.6334 3.08382
107 2  50.6335 3.08369
107 3  50.6335 3.08347
107 4  50.6335 3.08329
107 5  50.6335 3.08298
107 6  50.6334 3.08267
107 7  50.6334 3.08252
107 8  50.6334 3.08224
107 9  50.6334 3.08187
107 10  50.6334 3.08176
107 11  50.6334 3.08163
107 12  50.6334 3.08134
107 13  50.6333 3.08124
107 14  50.6333 3.08112
107 15  50.6333 3.08101
107 16  50.6331 3.08081
107 17  50.633 3.08052
107 18  50.6329 3.08033
107 19  50.6328 3.08024
107 20  50.6326 3.0802
107 21  50.6324 3.08043
107 22  50.6322 3.08067
107 23  50.6321 3.08092
107 24  50.632 3.08094
107 25  50.6319 3.08076
107 26  50.6318 3.08042
107 27  50.6317 3.08005
107 28  50.6316 3.07967
107 29  50.6316 3.07946
107 30  50.6315 3.07923
107 31  50.6315 3.07885
107 32  50.6314 3.07852
107 33  50.6314 3.07815
107 34  50.6313 3.07778
107 35  50.6312 3.07741
107 36  50.6312 3.07724
107 37  50.6311 3.07703
107 38  50.631 3.07666
107 39  50.631 3.07632
107 40  50.6309 3.07601
107 41  50.6309 3.07564
107 42  50.6308 3.07527
107 43  50.6307 3.0749
107 44  50.6306 3.07452
107 45  50.6306 3.07426
107 46  50.6306 3.07413
107 47  50.6305 3.07382
107 48  50.6305 3.07344
107 49  50.6304 3.07306
107 50  50.6303 3.07269
107 51  50.6303 3.07251
107 52  50.6302 3.07229
107 53  50.6301 3.07192
107 54  50.6301 3.07154
107 55  50.63 3.07117
107 56  50.6299 3.07079
107 57  50.6299 3.07041
107 58  50.6298 3.07005
107 59  50.6298 3.06995
107 60  50.6297 3.06964
107 61  50.6297 3.06926
107 62  50.6296 3.06924
107 63  50.6295 3.06916
107 64  50.6294 3.06894
107 65  50.6292 3.06889
107 66  50.629 3.0689
107 67  50.6288 3.0689
107 68  50.6286 3.06891
107 69  50.6283 3.06892
107 70  50.6283 3.06886
107 71  50.6282 3.06869
107 72  50.6282 3.06853
107 73  50.6281 3.0684
107 74  50.6279 3.06839
107 75  50.6277 3.06839
107 76  50.6275 3.06839
107 77  50.6272 3.0684
107 78  50.627 3.0684
107 79  50.6267 3.06841
107 80  50.6265 3.06842
107 81  50.6262 3.06844
107 82  50.6261 3.06844
107 83  50.6259 3.06844
107 84  50.6257 3.06845
107 85  50.6254 3.06846
107 86  50.6252 3.06847
107 87  50.6249 3.06849
107 88  50.6247 3.06848
107 89  50.6245 3.06828
107 90  50.6245 3.06814
107 91  50.6244 3.06791
107 92  50.6243 3.06766
107 93  50.6243 3.06752
107 94  50.6242 3.06729
107 95  50.6241 3.06696
107 96  50.6239 3.06663
107 97  50.6238 3.06628
107 98  50.6237 3.06593
107 99  50.6237 3.06572
107 100  50.6236 3.06538
107 101  50.6234 3.06503
107 102  50.6233 3.06468
107 103  50.6232 3.06434
107 104  50.6231 3.0642
107 105  50.6232 3.0642
107 106  50.6234 3.06419
107 107  50.6234 3.06406
107 108  50.6234 3.06381
107 109  50.6234 3.06342
107 110  50.6234 3.0631
107 111  50.6234 3.06276
107 112  50.6232 3.06273
107 113  50.6229 3.06269
107 114  50.6228 3.06249
107 115  50.6228 3.0621
107 116  50.6228 3.06177
107 117  50.6228 3.06138
107 118  50.6228 3.06119
107 119  50.6228 3.06087
107 120  50.6228 3.06056
107 121  50.6228 3.06021
107 122  50.6229 3.05982
107 123  50.6229 3.05943
107 124  50.6229 3.05934
107 125  50.6227 3.0594
107 126  50.6225 3.05954
107 127  50.6224 3.05959
109 0  50.6224 3.05959
109 1  50.6227 3.05943
109 2  50.6228 3.05935
109 3  50.6229 3.05949
109 4  50.6229 3.05988
109 5  50.6228 3.06027
109 6  50.6228 3.06066
109 7  50.6228 3.06105
109 8  50.6228 3.0613
109 9  50.6228 3.06157
109 10  50.6228 3.06196
109 11  50.6228 3.06235
109 12  50.6228 3.06268
109 13  50.623 3.0627
109 14  50.6232 3.06274
109 15  50.6234 3.06278
109 16  50.6234 3.06294
109 17  50.6234 3.06332
109 18  50.6234 3.06371
109 19  50.6234 3.0641
109 20  50.6233 3.0642
109 21  50.6231 3.06419
109 22  50.6232 3.06435
109 23  50.6233 3.0647
109 24  50.6234 3.06505
109 25  50.6236 3.06539
109 26  50.6237 3.06574
109 27  50.6238 3.06609
109 28  50.6239 3.06645
109 29  50.6239 3.06663
109 30  50.624 3.06684
109 31  50.6241 3.06717
109 32  50.6243 3.0675
109 33  50.6244 3.06781
109 34  50.6244 3.06792
109 35  50.6245 3.06823
109 36  50.6245 3.06863
109 37  50.6245 3.06901
109 38  50.6244 3.06934
109 39  50.6244 3.06973
109 40  50.6244 3.07008
109 41  50.6243 3.07047
109 42  50.6243 3.07086
109 43  50.6243 3.07122
109 44  50.6243 3.07135
109 45  50.6243 3.0717
109 46  50.6242 3.07209
109 47  50.6242 3.07248
109 48  50.6242 3.07287
109 49  50.6241 3.07326
109 50  50.6241 3.07365
109 51  50.6241 3.07399
109 52  50.6241 3.07413
109 53  50.6241 3.0745
109 54  50.6241 3.07489
109 55  50.6241 3.07528
109 56  50.6241 3.07567
109 57  50.624 3.07606
109 58  50.624 3.07645
109 59  50.624 3.07683
109 60  50.6239 3.07717
109 61  50.6239 3.07738
109 62  50.6239 3.07759
109 63  50.6239 3.07774
109 64  50.6239 3.07791
109 65  50.6239 3.07805
109 66  50.624 3.07813
109 67  50.624 3.0784
109 68  50.624 3.07876
109 69  50.624 3.07888
109 70  50.6239 3.07923
109 71  50.6239 3.07961
109 72  50.624 3.07999
109 73  50.624 3.08038
109 74  50.624 3.0805
109 75  50.6239 3.08067
109 76  50.6239 3.08084
109 77  50.6239 3.08123
109 78  50.6239 3.08162
109 79  50.6239 3.08202
109 80  50.6238 3.08232
109 81  50.6236 3.08261
109 82  50.6235 3.08293
109 83  50.6234 3.08312
109 84  50.6233 3.08331
109 85  50.6231 3.08353
109 86  50.623 3.08369
109 87  50.6229 3.08385
109 88  50.6228 3.08407
109 89  50.6227 3.0842
109 90  50.6225 3.08448
109 91  50.6224 3.08478
109 92  50.6222 3.08507
109 93  50.622 3.08536
109 94  50.6219 3.08566
109 95  50.6217 3.08595
109 96  50.6216 3.08619
109 97  50.6214 3.08648
109 98  50.6213 3.0866
109 99  50.6214 3.08664
109 100  50.6215 3.08659
109 101  50.6215 3.08649
109 102  50.6216 3.0862
109 103  50.6216 3.0862
109 104  50.6215 3.08647
109 105  50.6214 3.08664
109 106  50.6213 3.08659
109 107  50.6214 3.0864
109 108  50.6216 3.08613
109 109  50.6218 3.08584
109 110  50.6219 3.08555
109 111  50.6221 3.08525
109 112  50.6223 3.08496
109 113  50.6224 3.08467
109 114  50.6226 3.08437
109 115  50.6228 3.08408
109 116  50.6229 3.0838
109 117  50.623 3.08371
109 118  50.6231 3.08358
109 119  50.6232 3.0834
109 120  50.6233 3.08329
109 121  50.6234 3.08305
109 122  50.6235 3.08298
109 123  50.6236 3.08269
109 124  50.6238 3.0824
109 125  50.6239 3.08214
109 126  50.6239 3.08175
109 127  50.6239 3.08136
109 128  50.6239 3.08097
109 129  50.6239 3.08063
109 130  50.624 3.08052
109 131  50.624 3.08038
109 132  50.624 3.08012
109 133  50.6239 3.07974
109 134  50.6239 3.07937
109 135  50.624 3.079
109 136  50.624 3.07862
109 137  50.624 3.07834
109 138  50.624 3.07814
109 139  50.6239 3.07799
109 140  50.6239 3.07776
109 141  50.6239 3.07761
109 142  50.6239 3.07748
109 143  50.6239 3.07722
109 144  50.624 3.07686
109 145  50.624 3.07648
109 146  50.624 3.07609
109 147  50.6241 3.0757
109 148  50.6241 3.07531
109 149  50.6241 3.075
109 150  50.6241 3.07484
109 151  50.6241 3.07446
109 152  50.6241 3.07407
109 153  50.6241 3.07388
109 154  50.6241 3.07355
109 155  50.6241 3.07316
109 156  50.6242 3.07277
109 157  50.6242 3.07238
109 158  50.6242 3.07199
109 159  50.6243 3.07168
109 160  50.6243 3.07129
109 161  50.6244 3.07105
109 162  50.6246 3.07079
109 163  50.6248 3.07054
109 164  50.625 3.07028
109 165  50.6252 3.07001
109 166  50.6254 3.06978
109 167  50.6256 3.06968
109 168  50.6258 3.06968
109 169  50.626 3.06967
109 170  50.6263 3.06966
109 171  50.6265 3.06965
109 172  50.6268 3.06964
109 173  50.627 3.06963
109 174  50.6273 3.06962
109 175  50.6275 3.06961
109 176  50.6277 3.06961
109 177  50.628 3.0696
109 178  50.6282 3.06959
109 179  50.6282 3.06931
111 0  50.6282 3.06931
111 1  50.6282 3.06964
111 2  50.6282 3.06982
111 3  50.6284 3.06985
111 4  50.6286 3.06985
111 5  50.6288 3.06984
111 6  50.6291 3.06984
111 7  50.6293 3.06984
111 8  50.6296 3.06983
111 9  50.6297 3.0699
111 10  50.6298 3.07023
111 11  50.6299 3.07061
111 12  50.63 3.07099
111 13  50.63 3.07137
111 14  50.6301 3.07174
111 15  50.6302 3.07212
111 16  50.6303 3.07247
111 17  50.6303 3.07262
111 18  50.6304 3.07289
111 19  50.6305 3.07326
111 20  50.6305 3.07364
111 21  50.6306 3.07402
111 22  50.6306 3.07425
111 23  50.6306 3.07437
111 24  50.6307 3.0746
111 25  50.6307 3.07498
111 26  50.6308 3.07535
111 27  50.6309 3.07571
111 28  50.6309 3.07609
111 29  50.631 3.07646
111 30  50.6311 3.07683
111 31  50.6311 3.07713
111 32  50.6312 3.07745
111 33  50.6313 3.07782
111 34  50.6313 3.07797
111 35  50.6314 3.07833
111 36  50.6315 3.07871
111 37  50.6315 3.07908
111 38  50.6316 3.07938
111 39  50.6316 3.07976
111 40  50.6317 3.08014
111 41  50.6318 3.0805
111 42  50.6319 3.08084
111 43  50.632 3.08094
111 44  50.6322 3.0807
111 45  50.6324 3.08046
111 46  50.6326 3.08023
111 47  50.6327 3.0802
111 48  50.6328 3.08026
111 49  50.6329 3.08038
111 50  50.633 3.08054
111 51  50.6332 3.08084
111 52  50.6333 3.08106
111 53  50.6333 3.0812
111 54  50.6334 3.08153
111 55  50.6334 3.08181
111 56  50.6334 3.08191
111 57  50.6334 3.08207
111 58  50.6334 3.08241
111 59  50.6334 3.08257
111 60  50.6334 3.0827
111 61  50.6335 3.08298
111 62  50.6335 3.08336
111 63  50.6334 3.08375
111 64  50.6335 3.08389
111 65  50.6336 3.08414
111 66  50.6336 3.08416
111 67  50.6336 3.08407
111 68  50.6334 3.08382
111 69  50.6335 3.08369
111 70  50.6335 3.08347
111 71  50.6335 3.08327
111 72  50.6335 3.08291
111 73  50.6334 3.08263
111 74  50.6334 3.08225
111 75  50.6334 3.08188
111 76  50.6334 3.08177
111 77  50.6334 3.08163
111 78  50.6334 3.08135
111 79  50.6333 3.08124
111 80  50.6333 3.08113
111 81  50.6332 3.08087
111 82  50.6331 3.08076
111 83  50.633 3.08046
111 84  50.6329 3.08032
111 85  50.6328 3.08021
111 86  50.6326 3.08021
111 87  50.6325 3.08035
111 88  50.6323 3.08059
111 89  50.6321 3.08083
111 90  50.632 3.08096
111 91  50.6319 3.08087
111 92  50.6319 3.08076
111 93  50.6318 3.08048
111 94  50.6317 3.08022
111 95  50.6316 3.07984
111 96  50.6316 3.07946
111 97  50.6315 3.07908
111 98  50.6314 3.07869
111 99  50.6314 3.07858
111 100  50.6314 3.07826
111 101  50.6313 3.07788
111 102  50.6312 3.07751
111 103  50.6311 3.07717
111 104  50.6311 3.077
111 105  50.6311 3.07674
111 106  50.631 3.07636
111 107  50.6309 3.07599
111 108  50.6309 3.07579
111 109  50.6309 3.07556
111 110  50.6308 3.07519
111 111  50.6307 3.07481
111 112  50.6306 3.07444
111 113  50.6306 3.07417
111 114  50.6306 3.074
111 115  50.6305 3.07368
111 116  50.6305 3.0733
111 117  50.6304 3.07292
111 118  50.6303 3.07256
111 119  50.6302 3.07227
111 120  50.6301 3.0719
111 121  50.6301 3.07152
111 122  50.63 3.07115
111 123  50.6299 3.07077
111 124  50.6299 3.07039
111 125  50.6298 3.07004
111 126  50.6298 3.06994
111 127  50.6297 3.06962
111 128  50.6297 3.06924
111 129  50.6298 3.06911
111 130  50.6299 3.06886
111 131  50.6298 3.06856
111 132  50.6297 3.06839
111 133  50.6296 3.06826
111 134  50.6296 3.06787
111 135  50.6296 3.0675
111 136  50.6298 3.06719
111 137  50.6299 3.06692
111 138  50.6301 3.06665
111 139  50.6302 3.0665
111 140  50.6303 3.06634
111 141  50.6305 3.06616
111 142  50.6305 3.06606
111 143  50.6307 3.06588
111 144  50.6309 3.06562
111 145  50.6309 3.06551
111 146  50.6311 3.0653
111 147  50.6312 3.06502
111 148  50.6314 3.06474
111 149  50.6315 3.06465
111 150  50.6316 3.0644
111 151  50.6317 3.06414
111 152  50.6317 3.06376
111 153  50.6318 3.06337
111 154  50.6318 3.06318
111 155  50.6317 3.06306
111 156  50.6315 3.06275
111 157  50.6314 3.06257
111 158  50.6315 3.0624
111 159  50.6316 3.06209
111 160  50.6317 3.06198
111 161  50.6318 3.0619
111 162  50.6319 3.06166
111 163  50.632 3.06143
111 164  50.6322 3.06118
111 165  50.6323 3.06087
111 166  50.6323 3.06075
111 167  50.6321 3.06059
111 168  50.6319 3.06033
111 169  50.6317 3.06007
111 170  50.6316 3.05981
111 171  50.6315 3.05968
111 172  50.6314 3.05947
111 173  50.6313 3.05921
111 174  50.6312 3.05902
111 175  50.6312 3.05888
111 176  50.6311 3.05874
111 177  50.631 3.05843
111 178  50.6309 3.0581
111 179  50.6307 3.05778
111 180  50.6306 3.05745
111 181  50.6305 3.05723
111 182  50.6303 3.05691
111 183  50.6303 3.05664
111 184  50.6302 3.05657
111 185  50.6301 3.05625
111 186  50.6299 3.05592
111 187  50.6298 3.05559
111 188  50.6297 3.05534
111 189  50.6296 3.0554
111 190  50.6294 3.05555
